,player,worker,time,age,round,game_id,text
65,Green,B,2020-03-28 18:07:58,III,16,7472433,Green upgrades Bronze to Coal#Green spends 6 resources #
66,Purple,R,2020-03-28 18:04:00,III,16,7472433,Purple upgrades Religion to Organized religion using Efficient Upgrade #Purple spends 1 resource #
67,Orange,D,2020-03-28 18:00:10,III,16,7472433,Orange upgrades Drama to Opera#Orange spends 4 resources #
68,Grey,A,2020-03-28 16:52:27,III,15,7472433,Grey upgrades Agriculture to Irrigation#Grey spends 2 resources #
69,Grey,A,2020-03-28 16:52:18,III,15,7472433,Grey upgrades Agriculture to Irrigation#Grey spends 2 resources #
70,Green,B,2020-03-28 16:47:13,III,15,7472433,Green upgrades Bronze to Coal#Green spends 6 resources #
71,Orange,D,2020-03-28 16:37:53,III,15,7472433,Orange upgrades Drama to Opera#Orange spends 4 resources #
72,Grey,W,2020-03-28 16:14:12,II,13,7472433,Grey upgrades Warrior to Swordsmen#Grey spends 1 resource #
73,Green,A,2020-03-28 15:45:43,II,12,7472433,Green upgrades Agriculture to Irrigation#Green spends 2 resources #
74,Purple,B,2020-03-28 15:41:09,II,12,7472433,Purple upgrades Bronze to Iron#Purple spends 3 resources #
75,Orange,W,2020-03-28 15:38:51,II,12,7472433,Orange upgrades Warrior to Riflemen#Orange spends 3 resources #
76,Orange,W,2020-03-28 15:38:44,II,12,7472433,Orange upgrades Warrior to Riflemen#Orange spends 3 resources #
77,Grey,A,2020-03-28 15:31:42,II,11,7472433,Grey upgrades Alchemy to Scientific Method#Grey spends 2 resources #
78,Grey,A,2020-03-28 15:30:27,II,11,7472433,Grey upgrades Alchemy to Scientific Method using Efficient Upgrade ##
79,Orange,B,2020-03-28 15:21:21,II,11,7472433,Orange upgrades Bronze to Coal#Orange spends 6 resources #
80,Green,A,2020-03-28 15:15:23,II,10,7472433,Green upgrades Agriculture to Irrigation#Green spends 2 resources #
81,Purple,B,2020-03-28 15:09:20,II,10,7472433,Purple upgrades Bronze to Iron#Purple spends 3 resources #
82,Grey,P,2020-03-28 15:02:26,II,9,7472433,Grey upgrades Philosophy to Alchemy#Grey spends 3 resources #
83,Green,W,2020-03-28 14:49:43,I,8,7472433,Green upgrades Warrior to Swordsmen#Green spends 1 resource #
84,Grey,P,2020-03-28 14:17:45,I,6,7472433,Grey upgrades Philosophy to Alchemy#Grey spends 3 resources #
85,Purple,A,2020-03-28 14:02:26,I,6,7472433,Purple upgrades Agriculture to Irrigation using Efficient Upgrade ##
86,Purple,D,2020-04-09 10:02:51,IV,20,7472434,Purple upgrades Drama to Movies#Purple spends 5 resources #
87,Orange,K,2020-04-09 09:40:40,IV,20,7472434,Orange upgrades Knights to Tanks##
88,Orange,J,2020-04-09 09:40:24,IV,20,7472434,Orange upgrades Journalism to Multimedia#Orange spends 4 resources #
89,Orange,J,2020-04-09 09:40:15,IV,20,7472434,Orange upgrades Journalism to Multimedia#Orange spends 4 resources #
90,Orange,J,2020-04-09 09:40:09,IV,20,7472434,Orange upgrades Journalism to Multimedia#Orange spends 4 resources #
91,Green,S,2020-04-08 21:36:47,III,19,7472434,Green upgrades Scientific Method to Computers#Green spends 2 resources #
92,Green,S,2020-04-08 21:36:01,III,19,7472434,Green upgrades Scientific Method to Computers#Green spends 2 resources #
93,Green,S,2020-04-08 21:35:53,III,19,7472434,Green upgrades Scientific Method to Computers#Green spends 2 resources #
94,Purple,P,2020-04-08 20:59:42,III,19,7472434,Purple upgrades Printing Press to Journalism using Efficient Upgrade ##
95,Grey,A,2020-04-08 20:33:21,III,18,7472434,Grey upgrades Agriculture to Selective breeding#Grey spends 4 resources #
96,Grey,J,2020-04-08 20:32:59,III,18,7472434,Grey upgrades Journalism to Multimedia#Grey spends 4 resources #
97,Green,A,2020-04-08 20:29:50,III,18,7472434,Green upgrades Alchemy to Scientific Method#Green spends 2 resources #
98,Green,A,2020-04-08 18:18:28,III,17,7472434,Green upgrades Alchemy to Scientific Method#Green spends 2 resources #
99,Green,A,2020-04-08 18:18:22,III,17,7472434,Green upgrades Alchemy to Scientific Method#Green spends 2 resources #
100,Orange,P,2020-04-08 17:26:06,III,17,7472434,Orange upgrades Printing Press to Journalism using Efficient Upgrade ##
101,Green,P,2020-04-08 12:37:04,III,16,7472434,Green upgrades Philosophy to Alchemy#Green spends 2 resources #
102,Purple,A,2020-04-08 12:08:28,III,16,7472434,Purple upgrades Agriculture to Selective breeding#Purple spends 4 resources #
103,Orange,P,2020-04-08 11:17:55,III,16,7472434,Orange upgrades Printing Press to Journalism using Efficient Upgrade #Orange spends 1 resource #
104,Grey,I,2020-04-08 11:06:04,III,15,7472434,Grey upgrades Iron to Coal#Grey spends 3 resources #
105,Grey,A,2020-04-07 17:15:19,III,14,7472434,Grey upgrades Agriculture to Irrigation#Grey spends 2 resources #
106,Green,P,2020-04-07 16:35:35,II,14,7472434,Green upgrades Philosophy to Alchemy#Green spends 2 resources #
107,Purple,A,2020-04-07 16:03:09,II,14,7472434,Purple upgrades Agriculture to Selective breeding#Purple spends 4 resources #
108,Orange,P,2020-04-07 15:29:41,II,14,7472434,Orange upgrades Printing Press to Journalism using Efficient Upgrade #Orange spends 1 resource #
109,Orange,B,2020-04-07 15:29:22,II,14,7472434,Orange upgrades Bronze to Coal#Orange spends 6 resources #
110,Grey,B,2020-04-07 15:12:03,II,13,7472434,Grey upgrades Bronze to Iron#Grey spends 3 resources #
111,Purple,W,2020-04-07 11:19:37,II,11,7472434,Purple upgrades Warrior to Riflemen#Purple spends 3 resources #
112,Orange,B,2020-04-07 10:44:58,II,11,7472434,Orange upgrades Bronze to Coal#Orange spends 6 resources #
113,Grey,B,2020-04-06 23:05:40,II,10,7472434,Grey upgrades Bronze to Iron#Grey spends 3 resources #
114,Grey,B,2020-04-06 23:04:51,II,10,7472434,Grey upgrades Bronze to Iron#Grey spends 3 resources #
115,Green,A,2020-04-06 22:42:20,II,10,7472434,Green upgrades Agriculture to Irrigation#Green spends 2 resources #
116,Orange,R,2020-04-06 22:28:05,II,10,7472434,Orange upgrades Religion to Theology using Efficient Upgrade ##
117,Grey,P,2020-04-06 22:01:59,II,9,7472434,Grey upgrades Philosophy to Alchemy#Grey spends 3 resources #
118,Green,A,2020-04-06 20:12:14,II,8,7472434,Green upgrades Agriculture to Irrigation#Green spends 2 resources #
119,Purple,B,2020-04-06 18:21:28,I,8,7472434,Purple upgrades Bronze to Iron#Purple spends 3 resources #
120,Purple,B,2020-04-06 17:50:09,I,7,7472434,Purple upgrades Bronze to Iron#Purple spends 3 resources #
121,Orange,A,2020-04-06 17:45:55,I,7,7472434,Orange upgrades Agriculture to Irrigation#Orange spends 2 resources #
122,Orange,P,2020-04-06 17:43:50,I,7,7472434,Orange upgrades Philosophy to Alchemy#Orange spends 3 resources #
123,Grey,P,2020-04-06 17:30:35,I,6,7472434,Grey upgrades Philosophy to Alchemy#Grey spends 3 resources #
124,Green,B,2020-04-06 17:23:48,I,6,7472434,Green upgrades Bronze to Iron#Green spends 3 resources #
125,Green,B,2020-04-06 17:23:43,I,6,7472434,Green upgrades Bronze to Iron using Efficient Upgrade #Green spends 1 resource #
126,Purple,B,2020-04-06 16:47:49,I,6,7472434,Purple upgrades Bronze to Iron#Purple spends 3 resources #
127,Orange,A,2020-04-06 12:36:03,I,5,7472434,Orange upgrades Agriculture to Irrigation#Orange spends 2 resources #
128,Green,O,2020-04-09 20:44:03,IV,19,7473200,Green upgrades Opera to Movies#Green spends 2 resources #
129,Orange,R,2020-04-09 20:34:22,IV,19,7473200,Orange upgrades Riflemen to Modern Infantry#Orange spends 2 resources #
130,Orange,R,2020-04-09 20:34:03,IV,19,7473200,Orange upgrades Riflemen to Modern Infantry#Orange spends 2 resources #
131,Orange,T,2020-04-09 20:33:52,IV,19,7473200,Orange upgrades Theology to Organized religion#Orange spends 2 resources #
132,Grey,K,2020-04-09 19:15:28,IV,18,7473200,Grey upgrades Knights to Tanks#Grey spends 4 resources #
133,Purple,D,2020-04-09 18:32:05,III,18,7473200,Purple upgrades Drama to Opera#Purple spends 4 resources #
134,Orange,W,2020-04-09 18:12:14,III,18,7473200,Orange upgrades Warrior to Riflemen#Orange spends 3 resources #
135,Green,B,2020-04-09 17:34:45,III,17,7473200,Green upgrades Bronze to Iron using Efficient Upgrade ##
136,Orange,W,2020-04-09 17:07:17,III,17,7473200,Orange upgrades Warrior to Riflemen#Orange spends 3 resources #
137,Orange,W,2020-04-09 17:06:55,III,17,7473200,Orange upgrades Warrior to Riflemen#Orange spends 3 resources #
138,Purple,B,2020-04-09 14:49:16,III,16,7473200,Purple upgrades Bronze to Coal using Efficient Upgrade #Purple spends 2 resources #
139,Grey,B,2020-04-09 13:48:32,III,15,7473200,Grey upgrades Bronze to Oil#Grey spends 9 resources #
140,Purple,D,2020-04-09 12:03:50,III,15,7473200,Purple upgrades Drama to Opera#Purple spends 4 resources #
141,Purple,K,2020-04-09 12:03:40,III,15,7473200,Purple upgrades Knights to Cavalrymen##
142,Purple,K,2020-04-09 12:03:36,III,15,7473200,Purple upgrades Knights to Cavalrymen##
143,Grey,P,2020-04-09 11:42:53,III,14,7473200,Grey upgrades Philosophy to Alchemy#Grey spends 3 resources #
144,Green,P,2020-04-09 11:36:09,III,14,7473200,Green upgrades Philosophy to Alchemy#Green spends 2 resources #
145,Purple,B,2020-04-09 11:27:33,III,14,7473200,Purple upgrades Bronze to Coal using Efficient Upgrade #Purple spends 3 resources #
146,Purple,B,2020-04-09 11:27:24,III,14,7473200,Purple upgrades Bronze to Coal#Purple spends 6 resources #
147,Grey,P,2020-04-09 10:32:25,III,13,7473200,Grey upgrades Philosophy to Alchemy#Grey spends 3 resources #
148,Green,B,2020-04-08 21:58:44,II,13,7473200,Green upgrades Bronze to Iron using Efficient Upgrade ##
149,Orange,T,2020-04-08 20:49:36,II,13,7473200,Orange upgrades Theology to Organized religion#Orange spends 2 resources #
150,Purple,A,2020-04-08 20:09:39,II,12,7473200,Purple upgrades Agriculture to Irrigation#Purple spends 2 resources #
151,Grey,A,2020-04-08 18:03:44,II,11,7473200,Grey upgrades Agriculture to Irrigation#Grey spends 2 resources #
152,Purple,W,2020-04-08 17:48:04,II,11,7473200,Purple upgrades Warrior to Swordsmen#Purple spends 1 resource #
153,Purple,A,2020-04-08 17:47:32,II,11,7473200,Purple upgrades Agriculture to Irrigation#Purple spends 2 resources #
154,Orange,R,2020-04-08 17:45:49,II,11,7473200,Orange upgrades Religion to Theology#Orange spends 1 resource #
155,Green,W,2020-04-08 12:12:04,II,9,7473200,Green upgrades Warrior to Swordsmen#Green spends 1 resource #
156,Purple,P,2020-04-08 12:01:00,II,9,7473200,Purple upgrades Philosophy to Alchemy using Efficient Upgrade #Purple spends 1 resource #
157,Orange,B,2020-04-08 11:51:43,II,9,7473200,Orange upgrades Bronze to Iron#Orange spends 3 resources #
158,Orange,A,2020-04-08 11:51:23,II,9,7473200,Orange upgrades Agriculture to Irrigation#Orange spends 2 resources #
159,Grey,A,2020-04-08 11:25:53,II,8,7473200,Grey upgrades Agriculture to Irrigation#Grey spends 2 resources #
160,Green,B,2020-04-08 10:58:26,II,8,7473200,Green upgrades Bronze to Iron#Green spends 3 resources #
161,Orange,B,2020-04-08 10:07:25,I,8,7473200,Orange upgrades Bronze to Iron#Orange spends 3 resources #
162,Green,P,2020-04-07 22:32:57,I,7,7473200,Green upgrades Philosophy to Alchemy#Green spends 3 resources #
163,Orange,R,2020-04-07 17:23:18,I,7,7473200,Orange upgrades Religion to Theology#Orange spends 1 resource #
164,Green,R,2020-04-07 15:59:17,I,6,7473200,Green upgrades Religion to Theology#Green spends 2 resources #
165,Purple,P,2020-04-07 14:58:55,I,6,7473200,Purple upgrades Philosophy to Alchemy#Purple spends 3 resources #
166,Green,B,2020-04-07 11:49:04,I,4,7473200,Green upgrades Bronze to Iron#Green spends 3 resources #
167,Purple,D,2020-04-14 17:28:00,IV,19,7473404,Purple upgrades Drama to Movies#Purple spends 7 resources #
168,Orange,R,2020-04-14 17:23:09,IV,19,7473404,Orange upgrades Riflemen to Modern Infantry#Orange spends 2 resources #
169,Purple,A,2020-04-14 13:22:21,III,18,7473404,Purple upgrades Alchemy to Computers using Urban Growth#Purple spends 1 resource #
170,Purple,A,2020-04-14 13:21:18,III,18,7473404,Purple upgrades Agriculture to Mechanized Agriculture#Purple spends 6 resources #
171,Purple,A,2020-04-14 11:48:49,III,17,7473404,Purple upgrades Alchemy to Computers#Purple spends 5 resources #
172,Purple,D,2020-04-14 11:46:56,III,17,7473404,Purple upgrades Drama to Opera using Efficient Upgrade##
173,Grey,B,2020-04-14 10:33:20,III,16,7473404,Grey upgrades Bronze to Coal#Grey spends 6 resources #
174,Green,B,2020-04-14 10:16:33,III,16,7473404,Green upgrades Bronze to Iron#Green spends 3 resources #
175,Purple,P,2020-04-14 10:01:07,III,16,7473404,Purple upgrades Philosophy to Alchemy#Purple spends 3 resources #
176,Orange,J,2020-04-13 18:23:05,III,16,7473404,Orange upgrades Journalism to Multimedia#Orange spends 3 resources #
177,Green,B,2020-04-13 17:47:07,III,15,7473404,Green upgrades Bronze to Iron using Efficient Upgrade##
178,Purple,D,2020-04-13 17:30:45,III,15,7473404,Purple upgrades Drama to Opera#Purple spends 4 resources #
179,Orange,S,2020-04-13 17:13:07,III,15,7473404,Orange upgrades Swordsmen to Riflemen#Orange spends 2 resources #
180,Orange,P,2020-04-13 17:12:31,III,15,7473404,Orange upgrades Printing Press to Journalism#Orange spends 5 resources #
181,Orange,P,2020-04-13 17:12:22,III,15,7473404,Orange upgrades Printing Press to Journalism#Orange spends 5 resources #
182,Green,B,2020-04-13 13:25:36,II,13,7473404,Green upgrades Bronze to Iron using Rich Land##
183,Orange,A,2020-04-13 13:02:12,II,13,7473404,Orange upgrades Agriculture to Selective Breeding#Orange spends 4 resources #
184,Orange,A,2020-04-13 13:02:06,II,13,7473404,Orange upgrades Agriculture to Selective Breeding#Orange spends 4 resources #
185,Grey,B,2020-04-13 12:42:34,II,12,7473404,Grey upgrades Bronze to Coal using Efficient Upgrade#Grey spends 3 resources #
186,Grey,A,2020-04-13 11:10:41,II,11,7473404,Grey upgrades Agriculture to Irrigation#Grey spends 2 resources #
187,Grey,A,2020-04-13 11:10:00,II,11,7473404,Grey upgrades Agriculture to Irrigation#Grey spends 2 resources #
188,Purple,P,2020-04-13 10:34:59,II,11,7473404,Purple upgrades Philosophy to Alchemy#Purple spends 3 resources #
189,Green,A,2020-04-11 22:01:51,II,8,7473404,Green upgrades Agriculture to Irrigation#Green spends 2 resources #
190,Green,W,2020-04-11 22:00:55,II,8,7473404,Green upgrades Warrior to Swordsmen#Green spends 1 resource #
191,Purple,B,2020-04-11 21:26:19,II,8,7473404,Purple upgrades Bronze to Iron#Purple spends 3 resources #
192,Orange,B,2020-04-11 20:58:09,I,8,7473404,Orange upgrades Bronze to Iron#Orange spends 3 resources #
193,Orange,B,2020-04-11 20:57:59,I,8,7473404,Orange upgrades Bronze to Iron#Orange spends 3 resources #
194,Orange,B,2020-04-10 18:01:48,I,7,7473404,Orange upgrades Bronze to Iron#Orange spends 3 resources #
195,Green,W,2020-04-10 13:41:41,I,6,7473404,Green upgrades Warrior to Swordsmen#Green spends 1 resource #
196,Purple,B,2020-04-10 12:00:29,I,6,7473404,Purple upgrades Bronze to Iron#Purple spends 3 resources #
197,Purple,R,2020-04-10 12:00:20,I,6,7473404,Purple upgrades Religion to Theology#Purple spends 2 resources #
198,Orange,W,2020-04-10 11:55:35,I,6,7473404,Orange upgrades Warrior to Swordsmen#Orange spends 1 resource #
199,Orange,W,2020-04-10 11:54:33,I,6,7473404,Orange upgrades Warrior to Swordsmen#Orange spends 1 resource #
200,Orange,P,2020-04-10 11:54:20,I,6,7473404,Orange upgrades Philosophy to Alchemy#Orange spends 3 resources #
201,Green,P,2020-04-09 23:24:28,I,5,7473404,Green upgrades Philosophy to Alchemy#Green spends 3 resources #
202,Green,P,2020-04-09 23:24:01,I,5,7473404,Green upgrades Philosophy to Alchemy#Green spends 3 resources #
203,Purple,B,2020-04-09 18:40:50,I,5,7473404,Purple upgrades Bronze to Iron#Purple spends 3 resources #
204,Orange,O,2020-04-22 17:07:53,IV,19,7473814,Orange upgrades Opera to Movies#Orange spends 3 resources #
205,Green,D,2020-04-22 16:31:32,III,18,7473814,Green upgrades Drama to Movies using Efficient Upgrade#Green spends 3 resources #
206,Orange,D,2020-04-22 14:47:29,III,18,7473814,Orange upgrades Drama to Movies using Urban Growth#Orange spends 2 resources #
207,Orange,D,2020-04-22 14:46:19,III,18,7473814,Orange upgrades Drama to Movies using Urban Growth#Orange spends 2 resources #
208,Green,I,2020-04-22 12:00:27,III,17,7473814,Green upgrades Irrigation to Selective Breeding#Green spends 2 resources #
209,Orange,P,2020-04-22 09:16:35,III,17,7473814,Orange upgrades Philosophy to Alchemy#Orange spends 2 resources #
210,Grey,P,2020-04-21 23:00:59,III,16,7473814,Grey upgrades Printing Press to Journalism using Efficient Upgrade#Grey spends 1 resource #
211,Purple,I,2020-04-21 15:13:22,III,16,7473814,Purple upgrades Iron to Oil using Efficient Upgrade#Purple spends 3 resources #
212,Orange,D,2020-04-21 15:03:44,III,16,7473814,Orange upgrades Drama to Opera#Orange spends 3 resources #
213,Purple,W,2020-04-21 10:57:16,III,15,7473814,Purple upgrades Warrior to Swordsmen#Purple spends 1 resource #
214,Green,I,2020-04-21 10:31:46,III,14,7473814,Green upgrades Irrigation to Selective Breeding#Green spends 2 resources #
215,Green,P,2020-04-21 00:13:06,II,13,7473814,Green upgrades Philosophy to Scientific Method using Efficient Upgrade#Green spends 2 resources #
216,Purple,P,2020-04-20 23:35:33,II,13,7473814,Purple upgrades Philosophy to Alchemy#Purple spends 2 resources #
217,Purple,B,2020-04-20 17:10:55,II,12,7473814,Purple upgrades Bronze to Iron#Purple spends 3 resources #
218,Orange,B,2020-04-20 14:36:36,II,12,7473814,Orange upgrades Bronze to Iron using Rich Land##
219,Grey,A,2020-04-19 19:05:15,II,11,7473814,Grey upgrades Agriculture to Selective Breeding#Grey spends 4 resources #
220,Grey,A,2020-04-19 19:05:10,II,11,7473814,Grey upgrades Agriculture to Selective Breeding#Grey spends 4 resources #
221,Orange,A,2020-04-18 10:39:38,II,11,7473814,Orange upgrades Agriculture to Selective Breeding#Orange spends 4 resources #
222,Purple,W,2020-04-17 19:33:23,II,10,7473814,Purple upgrades Warrior to Swordsmen#Purple spends 1 resource #
223,Orange,A,2020-04-17 17:11:13,II,10,7473814,Orange upgrades Agriculture to Selective Breeding#Orange spends 4 resources #
224,Purple,A,2020-04-17 15:24:05,II,9,7473814,Purple upgrades Agriculture to Irrigation#Purple spends 2 resources #
225,Purple,W,2020-04-17 15:23:49,II,9,7473814,Purple upgrades Warrior to Swordsmen#Purple spends 1 resource #
226,Purple,W,2020-04-17 15:23:42,II,9,7473814,Purple upgrades Warrior to Swordsmen#Purple spends 1 resource #
227,Orange,B,2020-04-17 15:00:57,II,9,7473814,Orange upgrades Bronze to Iron#Orange spends 3 resources #
228,Orange,P,2020-04-17 11:58:57,I,8,7473814,Orange upgrades Philosophy to Alchemy#Orange spends 3 resources #
229,Grey,B,2020-04-17 11:54:46,I,7,7473814,Grey upgrades Bronze to Iron#Grey spends 3 resources #
230,Green,A,2020-04-17 11:47:49,I,7,7473814,Green upgrades Agriculture to Irrigation#Green spends 2 resources #
231,Purple,A,2020-04-17 11:23:44,I,7,7473814,Purple upgrades Agriculture to Irrigation#Purple spends 2 resources #
232,Orange,P,2020-04-17 09:38:30,I,7,7473814,Orange upgrades Philosophy to Alchemy#Orange spends 3 resources #
233,Grey,B,2020-04-17 09:32:58,I,6,7473814,Grey upgrades Bronze to Iron#Grey spends 3 resources #
234,Grey,B,2020-04-16 14:29:52,I,5,7473814,Grey upgrades Bronze to Iron#Grey spends 3 resources #
235,Grey,P,2020-04-15 22:35:44,I,4,7473814,Grey upgrades Philosophy to Alchemy#Grey spends 3 resources #
236,Green,A,2020-04-15 17:27:46,I,3,7473814,Green upgrades Agriculture to Irrigation using Rich Land#Green spends 1 resource #
237,Green,R,2020-04-29 11:10:06,IV,17,7474472,Green upgrades Religion to Theology#Green spends 2 resources #
