,player,event_age,time,age,round,game_id,text
54,Purple,2,2020-04-07 10:59:50,II,11,7472434,Purple plays event#Purple scores 2 culture Future events are now current events. Current event: I / Raiders The two weakest civilizations each lose a total of 2 resources and/or food. Green and Grey each lose 2 resources and/or food Green chooses first #
55,Orange,2,2020-04-06 23:16:35,II,11,7472434,Orange plays event#Orange scores 2 culture Current event: I / Fertile Territory 3 food #
56,Grey,2,2020-04-06 22:54:28,II,10,7472434,Grey plays event#Grey scores 2 culture Current event: I / Rebellion Each player loses 2 civil actions per discontent worker (on their next turn). #
57,Green,2,2020-04-06 22:36:53,II,10,7472434,Green plays event#Green scores 2 culture Current event: I / Immigration Civilization(s) with most happy faces increase population by 1. Orange receives a new immigrant #
58,Purple,2,2020-04-06 22:29:56,II,10,7472434,"Purple plays event#Purple scores 2 culture Current event: I / Border Conflict The weakest civilization loses 1 urban building, farm, or mine. The strongest produces 3 resources. Orange produces 3 resources Purple must destroy a mine, farm or urban building #"
59,Grey,2,2020-04-06 21:47:17,II,9,7472434,Grey plays event#Grey scores 2 culture Current event: I / Cultural Influence Each civilization immediatly scores culture equal to its culture rating. Orange scores 2 culture Purple scores 3 culture Green scores 2 culture Grey scores 3 culture #
60,Grey,1,2020-04-06 20:28:21,II,8,7472434,Grey plays event#Grey scores 1 culture Future events are now current events. Current event: I / Wealthy Territory 5 resources #
61,Green,1,2020-04-06 18:28:15,II,8,7472434,Green plays event#Green scores 1 culture Current event: I / Historic Territory 6 culture #
62,Orange,1,2020-04-06 18:16:26,I,8,7472434,Orange plays event#Orange scores 1 culture Current event: I / Good Harvest Each player's farms produce immediately. Ignore consumption and corruption. Orange produces 4 food Purple produces 2 food Green produces 2 food Grey produces 2 food #
63,Purple,1,2020-04-06 17:48:40,I,7,7472434,Purple plays event#Purple scores 1 culture Current event: I / Crusades The strongest civilization scores 4 culture. The weakest loses 4 culture. Purple scores 4 culture Orange loses 4 culture #
64,Orange,1,2020-04-06 17:31:44,I,7,7472434,Orange plays event#Orange scores 1 culture Current event: I / Foray The two strongest civilizations each produce a total of 3 resources/food. Purple and Green each produce 3 resources and/or food Green chooses first #
65,Green,1,2020-04-06 16:55:18,I,6,7472434,Green plays event#Green scores 1 culture Current event: I / Rats Each civilization loses all stored food. Orange loses 3 food. Purple loses 1 food. Green loses 2 food. Grey loses 4 food. #
66,Purple,1,2020-04-06 15:19:26,I,6,7472434,Purple plays event#Purple scores 1 culture Future events are now current events. Current event: A / Development of Markets Each civilization produces 2 resources or 2 food (player's choice). #
67,Orange,1,2020-04-06 14:50:19,I,6,7472434,Orange plays event#Orange scores 1 culture Current event: A / Development of Science Each civilization scores 2 science. #
68,Purple,1,2020-04-06 13:01:08,I,5,7472434,Purple plays event#Purple scores 1 culture Current event: A / No Event #
69,Orange,1,2020-04-06 12:35:36,I,5,7472434,Orange plays event#Orange scores 1 culture Current event: A / Development of Politics Each player draws 3 military cards. Active player does not discard military cards this round. Orange draws 3 military cards Purple draws 3 military cards Green draws 3 military cards Grey draws 3 military cards #
70,Green,1,2020-04-05 22:37:54,I,4,7472434,Green plays event#Green scores 1 culture Current event: A / Development of Religion Each player with an unused worker may immediately build an Age A temple for free. #
71,Orange,1,2020-04-05 12:52:11,I,3,7472434,Orange plays event#Orange scores 1 culture Current event: A / Development of Warfare Each player with an unused worker may immediately build a Warrior unit for free. #
72,Purple,3,2020-04-09 20:37:16,IV,19,7473200,Purple plays event#Purple scores 3 culture Future events are now current events. Current event: II / Cold War The two strongest civilizations score 6 science. Orange scores 6 science Purple scores 6 science #
73,Orange,3,2020-04-09 20:33:00,IV,19,7473200,Orange plays event#Orange scores 3 culture Current event: II / Refugees The weakest civilization loses 3 culture and 1 population. The strongest gains 3 culture and 1 population. Orange gains 3 culture and 1 population Green loses 3 cultureand 1 population #
74,Purple,3,2020-04-09 18:28:38,III,18,7473200,Purple plays event#Purple scores 3 culture Current event: II / Crime Wave The two weakest civilizations lose 3 culture and 1 blue token. Grey loses 3 culture and 1 blue token Green loses 3 culture and 1 blue token #
75,Grey,3,2020-04-09 15:05:16,III,16,7473200,Grey plays event#Grey scores 3 culture Current event: II / Inhabited Territory 2 population #
76,Orange,2,2020-04-09 14:20:28,III,16,7473200,Orange plays event#Orange scores 2 culture Current event: II / Iconoclasm Discard all leaders that are not from the current age. Isaac Newton dies Johannes Sebastian Bach dies #
77,Grey,2,2020-04-09 13:22:18,III,15,7473200,Grey plays event#Grey scores 2 culture Current event: II / International Agreement The strongest civilization may immediately take up to 5 civil actions in cards by giving up its next political action. Then replenish the cards in the card row. #
78,Orange,2,2020-04-09 10:41:42,III,14,7473200,Orange plays event#Orange scores 2 culture Future events are now current events. Current event: II / Strategic Territory 5 military cards #
79,Grey,2,2020-04-08 22:16:37,III,13,7473200,Grey plays event#Grey scores 2 culture Current event: II / Fertile Territory 5 food #
80,Purple,2,2020-04-08 20:08:49,II,12,7473200,Purple plays event#Purple scores 2 culture Current event: I / Good Harvest Each player's farms produce immediately. Ignore consumption and corruption. Orange produces 3 food Purple produces 3 food Green produces 3 food Grey produces 4 food #
81,Orange,2,2020-04-08 18:13:12,II,12,7473200,Orange plays event#Orange scores 2 culture Current event: I / Wealthy Territory 5 resources #
82,Grey,2,2020-04-08 17:59:07,II,11,7473200,Grey plays event#Grey scores 2 culture Current event: I / New Deposits Each player's mines produce immediately. Ignore corruption. Orange produces 5 resources Purple produces 3 resources Green produces 5 resources Grey produces 3 resources #
83,Grey,2,2020-04-08 16:25:44,II,10,7473200,"Grey plays event#Grey scores 2 culture Current event: I / Border Conflict The weakest civilization loses 1 urban building, farm, or mine. The strongest produces 3 resources. Grey produces 3 resources Green must destroy a mine, farm or urban building #"
84,Orange,2,2020-04-08 13:08:19,II,10,7473200,Orange plays event#Orange scores 2 culture Future events are now current events. Current event: I / Crusades The strongest civilization scores 4 culture. The weakest loses 4 culture. Grey scores 4 culture Green loses 4 culture #
85,Grey,1,2020-04-08 12:40:55,II,9,7473200,Grey plays event#Grey scores 1 culture Current event: I / Rebellion Each player loses 2 civil actions per discontent worker (on their next turn). Grey loses 2 civil actions on his next turn #
86,Purple,2,2020-04-08 11:58:12,II,9,7473200,Purple plays event#Purple scores 2 culture Current event: I / Reign of Terror The weakest civilization loses 1 population. Green loses 1 population.#
87,Grey,1,2020-04-08 11:02:37,II,8,7473200,Grey plays event#Grey scores 1 culture Current event: I / Raiders The two weakest civilizations each lose a total of 2 resources and/or food. Purple and Green each lose 2 resources and/or food Purple chooses first #
88,Purple,1,2020-04-07 17:50:42,I,7,7473200,Purple plays event#Purple scores 1 culture Current event: I / Developed Territory 3 science #
89,Grey,1,2020-04-07 16:04:45,I,6,7473200,Grey plays event#Grey scores 1 culture Current event: I / Strategic Territory 3 military cards #
90,Purple,1,2020-04-07 14:58:16,I,6,7473200,Purple plays event#Purple scores 1 culture Future events are now current events. Current event: A / Development of Trade Routes Each civilization scores 1 science and produces 1 resource and 1 food. #
91,Purple,1,2020-04-07 11:40:44,I,4,7473200,Purple plays event#Purple scores 1 culture Current event: A / Development of Agriculture Each civilization produces 2 food. Orange produces 2 food Purple produces 2 food Green produces 2 food Grey produces 2 food #
92,Orange,1,2020-04-07 11:25:03,I,4,7473200,Orange plays event#Orange scores 1 culture Current event: A / Development of Religion Each player with an unused worker may immediately build an Age A temple for free. #
93,Grey,1,2020-04-07 11:10:38,I,3,7473200,Grey plays event#Grey scores 1 culture Current event: A / Development of Settlement Each civilization increases its population for free. #
94,Purple,1,2020-04-06 22:28:38,I,3,7473200,Purple plays event#Purple scores 1 culture Current event: A / Development of Markets Each civilization produces 2 resources or 2 food (player's choice). #
95,Orange,1,2020-04-06 22:04:42,I,3,7473200,Orange plays event#Orange scores 1 culture Current event: A / Development of Science Each civilization scores 2 science. #
96,Green,3,2020-04-14 17:39:55,IV,19,7473404,Green plays event#Green scores 3 culture Current event: II / Inhabited Territory Increase population by 2 #
97,Orange,3,2020-04-14 17:22:01,IV,19,7473404,Orange plays event#Orange scores 3 culture Future events are now current events. Current event: II / Cold War The two strongest civilizations score 6 science. Orange scores 6 science Grey scores 6 science #
98,Green,3,2020-04-14 11:52:55,III,17,7473404,Green plays event#Green scores 3 culture Current event: II / Independence Declaration The weakest civilization loses 1 colony (the player choses which one). Wealthy Territory declares its independence from Purple #
99,Green,3,2020-04-14 10:12:13,III,16,7473404,Green plays event#Green scores 3 culture Current event: II / Economic Progress Each player produces immediately: Evaluate corruption. Produce food. Evaluate consumption. Produce resources. CORRUPTION! Orange loses 2 resources CORRUPTION! Green loses 2 resources CORRUPTION! Grey loses 2 resources Orange produces : 4 food - consumption: 2 Orange produces : 6 resources Purple produces : 0 food - consumption: 4 Purple produces : 7 resources Green produces : 4 food - consumption: 3 Green produces : 3 resources Grey produces : 2 food - consumption: 2 Grey produces : 4 resources #
100,Purple,3,2020-04-13 18:29:22,III,16,7473404,Purple plays event#Purple scores 3 culture Current event: II / Wealthy Territory 9 resources #
101,Grey,2,2020-04-13 16:52:22,III,14,7473404,Grey plays event#Grey scores 2 culture Current event: II / International Agreement The strongest civilization may immediately take up to 5 civil actions in cards by giving up its next chance to take a political action. Replenish the card row. This may end the Age. #
102,Orange,2,2020-04-13 14:39:11,III,14,7473404,Orange plays event#Orange scores 2 culture Current event: I / Uncertain Borders The strongest civilization takes 1 yellow token from the weakest civilization's yellow bank. Orange gets 1 yellow token Purple loses 1 yellow token #
103,Grey,2,2020-04-13 13:38:11,II,13,7473404,Grey plays event#Grey scores 2 culture Future events are now current events. Current event: II / Popularization of Science Each civilization scores culture equal to the amount of science it produces. Orange scores 6 culture Purple scores 2 culture Green scores 6 culture Grey scores 5 culture #
104,Orange,1,2020-04-13 13:01:23,II,13,7473404,Orange plays event#Orange scores 1 culture Current event: II / National Pride The civilization with the most culture points scores 5 culture. Grey scores 5 culture #
105,Grey,2,2020-04-13 11:53:30,II,12,7473404,Grey plays event#Grey scores 2 culture Current event: I / Developed Territory 3 science #
106,Green,2,2020-04-13 10:51:57,II,11,7473404,Green plays event#Green scores 2 culture Current event: I / Rats Each civilization loses all stored food. Orange loses 0 food. Purple loses 2 food. Green loses 4 food. Grey loses 1 food. #
107,Purple,2,2020-04-13 10:34:13,II,11,7473404,Purple plays event#Purple scores 2 culture Current event: I / Scientific Breakthrough Each civilization immediately scores science equal to the amount of science it produces. Orange scores 6 science Purple scores 1 science Green scores 5 science Grey scores 5 science #
108,Orange,2,2020-04-13 10:28:56,II,11,7473404,Orange plays event#Orange scores 2 culture Current event: I / Rebellion Each civlization immediately spends 2 civil actions (without effect) per discontent worker. #
109,Green,2,2020-04-13 09:04:00,II,10,7473404,Green plays event#Green scores 2 culture Future events are now current events. Current event: I / Vast Territory 3 food #
110,Orange,2,2020-04-13 01:35:19,II,10,7473404,Orange plays event#Orange scores 2 culture Current event: I / Crusades The strongest civilization scores 4 culture. The weakest civilization loses 4 culture. Grey scores 4 culture Purple loses 4 culture #
111,Orange,1,2020-04-12 12:37:53,II,9,7473404,Orange plays event#Orange scores 1 culture Current event: I / Raiders Each of the two weakest civilizations lose a total of 2 resources and/or food. Orange and Purple each lose 2 resources and/or food Orange choses first #
112,Orange,1,2020-04-11 20:57:26,I,8,7473404,Orange plays event#Orange scores 1 culture Current event: I / Cultural Influence Each civilization immediately scores culture equal to the amount of culture it produces. Orange scores 2 culture Purple scores 2 culture Green scores 1 culture Grey scores 3 culture #
113,Grey,1,2020-04-11 15:02:55,I,7,7473404,Grey plays event#Grey scores 1 culture Current event: I / Foray Each of the two strongest civilizations gains a total of 3 resources and/or food. Green and Orange each produce 3 resources and/or food Orange choses first #
114,Green,1,2020-04-10 19:10:12,I,7,7473404,Green plays event#Green scores 1 culture Current event: I / Wealthy Territory 5 resources #
115,Orange,1,2020-04-10 18:01:07,I,7,7473404,Orange plays event#Orange scores 1 culture Future events are now current events. Current event: I / Good Harvest Each civilization produces food immediately. Ignore corruption and consumption. Orange produces 2 food Purple produces 3 food Green produces 1 food Grey produces 2 food #
116,Grey,1,2020-04-10 13:46:07,I,6,7473404,Grey plays event#Grey scores 1 culture Current event: I / Historic Territory 6 culture #
117,Green,1,2020-04-10 12:27:01,I,6,7473404,Green plays event#Green scores 1 culture Current event: I / Strategic Territory 3 military cards #
118,Purple,1,2020-04-10 11:59:16,I,6,7473404,Purple plays event#Purple scores 1 culture Current event: I / Immigration All civilizations with the most happy faces gain 1 population. Orange receives a new immigrant Green receives a new immigrant #
119,Orange,1,2020-04-10 10:39:26,I,6,7473404,Orange plays event#Orange scores 1 culture Current event: I / New Deposits Each civilization produces resources immediately. Ignore corruption. Orange produces 3 resources Purple produces 4 resources Green produces 3 resources Grey produces 4 resources #
120,Grey,1,2020-04-10 08:29:47,I,5,7473404,Grey plays event#Grey scores 1 culture Current event: I / Reign of Terror The weakest civilization loses 1 population. Green loses 1 population #
121,Green,1,2020-04-09 19:18:20,I,5,7473404,Green plays event#Green scores 1 culture Future events are now current events. Current event: A / Development of Warfare Each player with an unused worker may immediately build a Warrior unit for free. #
122,Purple,1,2020-04-09 18:39:40,I,5,7473404,Purple plays event#Purple scores 1 culture Current event: A / Development of Trade Routes Each civilization scores 1 science and gains 1 resource and 1 food. #
123,Orange,1,2020-04-09 17:32:13,I,5,7473404,Orange plays event#Orange scores 1 culture Current event: A / Development of Religion Each player with an unused worker may immediately build an Age A temple for free. #
124,Green,1,2020-04-09 15:32:44,I,4,7473404,Green plays event#Green scores 1 culture Current event: A / Development of Markets Each civilization gains 2 resources or 2 food (player's choice). #
125,Grey,1,2020-04-09 15:15:07,I,3,7473404,Grey plays event#Grey scores 1 culture Current event: A / Development of Agriculture Each civilization gains 2 food. Orange produces 2 food Purple produces 2 food Green produces 2 food Grey produces 2 food #
126,Orange,1,2020-04-09 12:59:44,I,3,7473404,Orange plays event#Orange scores 1 culture Current event: A / Development of Settlement Each civilization gains 1 population. #
127,Grey,3,2020-04-22 22:43:10,IV,19,7473814,Grey plays event#Grey scores 3 culture Current event: III / Impact of Competition Each civilization scores 1 culture per level of each of its military units and arenas. Orange scores 3 culture Purple scores 11 culture Green scores 3 culture Grey scores 3 culture #
128,Purple,3,2020-04-22 17:53:02,IV,19,7473814,Purple plays event#Purple scores 3 culture Current event: II / Prosperity Each civilization gains 1 food for each of its happy faces (max 8). Orange produces 5 food Purple produces 4 food Green produces 7 food Grey produces 8 food #
129,Green,3,2020-04-22 16:15:30,III,18,7473814,Green plays event#Green scores 3 culture Current event: II / International Agreement The strongest civilization may immediately take up to 5 civil actions in cards by giving up its next chance to take a political action. Replenish the card row. This may end the Age. #
130,Green,3,2020-04-22 11:46:02,III,17,7473814,Green plays event#Green scores 3 culture Current event: II / Strategic Territory 5 military cards #
131,Purple,3,2020-04-22 10:18:41,III,17,7473814,Purple plays event#Purple scores 3 culture Future events are now current events. Current event: II / Wealthy Territory 9 resources #
132,Grey,3,2020-04-21 18:48:29,III,16,7473814,Grey plays event#Grey scores 3 culture Current event: II / Historic Territory 11 culture #
133,Grey,3,2020-04-21 12:05:14,III,15,7473814,Grey plays event#Grey scores 3 culture Current event: II / Developed Territory 5 science #
134,Grey,2,2020-04-21 10:36:46,III,14,7473814,Grey plays event#Grey scores 2 culture Current event: II / Economic Progress Each player produces immediately: Evaluate corruption. Produce food. Evaluate consumption. Produce resources. CORRUPTION! Orange loses 2 resources CORRUPTION! Green loses 2 resources CORRUPTION! Grey loses 2 resources Orange produces : 3 food - consumption: 3 Orange produces : 4 resources Purple produces : 2 food - consumption: 2 Purple produces : 6 resources Green produces : 3 food - consumption: 2 Green produces : 1 resources Grey produces : 3 food - consumption: 3 Grey produces : 4 resources #
135,Grey,2,2020-04-21 00:24:23,II,13,7473814,Grey plays event#Grey scores 2 culture Current event: I / Uncertain Borders The strongest civilization takes 1 yellow token from the weakest civilization's yellow bank. Green gets 1 yellow token Orange loses 1 yellow token #
136,Green,2,2020-04-20 23:46:10,II,13,7473814,Green plays event#Green scores 2 culture Current event: I / Foray Each of the two strongest civilizations gains a total of 3 resources and/or food. Green and Purple each produce 3 resources and/or food Purple choses first #
137,Purple,2,2020-04-20 21:06:31,II,13,7473814,Purple plays event#Purple scores 2 culture Future events are now current events. Current event: I / Inhabited Territory Increase population by 1 #
138,Purple,2,2020-04-20 15:23:18,II,12,7473814,Purple plays event#Purple scores 2 culture Current event: I / Wealthy Territory 5 resources #
139,Orange,2,2020-04-19 19:08:01,II,12,7473814,Orange plays event#Orange scores 2 culture Current event: I / Immigration All civilizations with the most happy faces gain 1 population. Grey receives a new immigrant Green receives a new immigrant Purple receives a new immigrant #
140,Grey,2,2020-04-18 14:07:22,II,11,7473814,Grey plays event#Grey scores 2 culture Current event: I / Vast Territory 3 food #
141,Green,1,2020-04-18 13:34:39,II,11,7473814,Green plays event#Green scores 1 culture Current event: I / Scientific Breakthrough Each civilization immediately scores science equal to the amount of science it produces. Orange scores 4 science Purple scores 4 science Green scores 2 science Grey scores 3 science #
